property_id,location_id,page_url,property_type,price,location,city,province_name,latitude,longitude,baths,area_sqft,purpose,bedrooms,date_added,agency,agent
100095,12,https://www.zameen.com/Property/karachi_scheme_33_100095.html,Flat,8256.0,Scheme 33,Karachi,Sindh,24.905439,66.877248,2,2434.0,For Rent,2,2024-11-23,Agency 24,Agent 60
100096,10,https://www.zameen.com/Property/karachi_nazimabad_100096.html,Upper Portion,8000.0,Nazimabad,Karachi,Sindh,24.88951,66.926838,2,1058.4,For Rent,3,2023-12-10,Agency 8,Agent 11
100099,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100099.html,House,10223.0,Shah Faisal Town,Karachi,Sindh,24.694826,67.071339,3,3661.5,For Rent,3,2023-11-13,Agency 3,Agent 6
100103,12,https://www.zameen.com/Property/karachi_scheme_33_100103.html,House,14640.0,Scheme 33,Karachi,Sindh,24.875588,67.015039,3,7789.2,For Rent,3,2024-09-08,Agency 36,Agent 117
100104,2,https://www.zameen.com/Property/karachi_clifton_100104.html,Flat,15669.0,Clifton,Karachi,Sindh,24.943921,66.877364,3,1529.0,For Rent,4,2024-06-03,Agency 36,Agent 112
100108,5,https://www.zameen.com/Property/karachi_pechs_100108.html,Flat,8641.0,PECHS,Karachi,Sindh,24.763207,66.848611,3,1578.9,For Rent,3,2023-01-01,Agency 35,Agent 70
100119,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100119.html,House,13850.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.893674,67.115748,2,5271.2,For Rent,3,2023-01-10,Agency 24,Agent 42
100128,2,https://www.zameen.com/Property/karachi_clifton_100128.html,Flat,22497.0,Clifton,Karachi,Sindh,24.970133,67.114411,2,2684.1,For Rent,2,2024-06-09,Agency 9,Agent 15
100133,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100133.html,Farm House,41659.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.999178,66.991922,5,20025.1,For Rent,5,2024-04-27,Agency 7,Agent 27
100135,10,https://www.zameen.com/Property/karachi_nazimabad_100135.html,House,18268.0,Nazimabad,Karachi,Sindh,24.983969,66.86531,4,8681.7,For Rent,5,2024-05-24,Agency 4,Agent 34
100140,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100140.html,Upper Portion,10578.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.726114,66.951776,2,1615.9,For Rent,3,2024-02-06,Agency 9,Agent 25
100145,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_100145.html,Flat,8000.0,Bahria Town Karachi,Karachi,Sindh,24.962165,67.029522,2,1799.0,For Rent,2,2024-08-20,Agency 26,Agent 58
100149,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100149.html,Lower Portion,8000.0,Shah Faisal Town,Karachi,Sindh,24.764909,66.963712,2,2013.9,For Rent,2,2023-04-23,Agency 28,Agent 47
100155,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100155.html,Flat,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.748829,66.951775,3,1939.5,For Rent,3,2024-01-06,Agency 25,Agent 85
100159,8,https://www.zameen.com/Property/karachi_malir_100159.html,Room,8000.0,Malir,Karachi,Sindh,24.68978,66.853474,1,616.8,For Rent,1,2023-09-11,Agency 3,Agent 72
100164,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100164.html,Upper Portion,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.84962,67.125789,1,1887.5,For Rent,2,2024-04-01,Agency 21,Agent 88
100165,2,https://www.zameen.com/Property/karachi_clifton_100165.html,Lower Portion,10755.0,Clifton,Karachi,Sindh,25.00593,67.096282,2,1229.9,For Rent,3,2023-12-04,Agency 11,Agent 57
100168,12,https://www.zameen.com/Property/karachi_scheme_33_100168.html,House,13016.0,Scheme 33,Karachi,Sindh,24.726386,66.978594,2,8203.4,For Rent,2,2024-05-21,Agency 20,Agent 113
100173,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_100173.html,Lower Portion,9835.0,Bahria Town Karachi,Karachi,Sindh,24.896692,67.151308,2,1598.6,For Rent,3,2024-08-27,Agency 22,Agent 104
100175,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100175.html,Flat,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.842168,67.00027,1,755.5,For Rent,1,2024-02-28,Agency 14,Agent 35
100177,5,https://www.zameen.com/Property/karachi_pechs_100177.html,House,21432.0,PECHS,Karachi,Sindh,24.842215,67.164594,4,8053.9,For Rent,4,2024-07-10,Agency 1,Agent 40
100178,12,https://www.zameen.com/Property/karachi_scheme_33_100178.html,Upper Portion,8417.0,Scheme 33,Karachi,Sindh,24.680757,67.088326,3,1248.5,For Rent,3,2024-03-06,Agency 23,Agent 49
100180,10,https://www.zameen.com/Property/karachi_nazimabad_100180.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.735556,66.891865,2,1983.3,For Rent,2,2024-03-29,Agency 27,Agent 117
100181,2,https://www.zameen.com/Property/karachi_clifton_100181.html,Flat,15559.0,Clifton,Karachi,Sindh,24.823773,67.157648,4,2335.5,For Rent,4,2024-07-27,Agency 31,Agent 25
100184,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100184.html,House,17221.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.871191,67.13302,5,3800.7,For Rent,6,2024-03-15,Agency 12,Agent 102
100186,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_100186.html,House,24889.0,Bahria Town Karachi,Karachi,Sindh,24.783826,67.176009,4,3402.8,For Rent,4,2024-05-14,Agency 17,Agent 109
100188,15,https://www.zameen.com/Property/karachi_surjani_town_100188.html,House,8435.0,Surjani Town,Karachi,Sindh,25.037785,67.146913,4,3859.8,For Rent,4,2023-04-14,Agency 22,Agent 24
100189,10,https://www.zameen.com/Property/karachi_nazimabad_100189.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.895683,66.957246,1,2401.4,For Rent,1,2024-07-12,Agency 12,Agent 118
100192,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100192.html,Flat,8000.0,Shah Faisal Town,Karachi,Sindh,25.029752,66.909468,1,681.4,For Rent,1,2023-04-24,Agency 32,Agent 22
100193,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100193.html,House,12870.0,Shah Faisal Town,Karachi,Sindh,24.870288,67.115622,4,6106.3,For Rent,4,2023-06-12,Agency 19,Agent 114
100197,3,https://www.zameen.com/Property/karachi_bahria_town_karachi_100197.html,Lower Portion,11420.0,Bahria Town Karachi,Karachi,Sindh,25.032433,67.047258,2,2123.2,For Rent,3,2023-02-22,Agency 19,Agent 57
100198,9,https://www.zameen.com/Property/karachi_korangi_100198.html,House,9002.0,Korangi,Karachi,Sindh,24.976113,67.119425,4,4663.6,For Rent,4,2023-01-22,Agency 30,Agent 63
100199,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100199.html,House,11720.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.949512,66.944331,2,5036.5,For Rent,3,2023-08-29,Agency 29,Agent 26
100202,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100202.html,House,10568.0,Gulistan-e-Jauhar,Karachi,Sindh,25.039808,66.867731,2,3317.7,For Rent,3,2024-05-16,Agency 39,Agent 28
100204,6,https://www.zameen.com/Property/karachi_north_nazimabad_100204.html,Flat,8000.0,North Nazimabad,Karachi,Sindh,24.91214,66.972247,2,2047.6,For Rent,2,2024-05-02,Agency 1,Agent 100
100214,8,https://www.zameen.com/Property/karachi_malir_100214.html,Upper Portion,8000.0,Malir,Karachi,Sindh,24.965334,67.156844,2,1250.4,For Rent,3,2023-12-20,Agency 17,Agent 107
100215,11,https://www.zameen.com/Property/karachi_federal_b_area_100215.html,Flat,8000.0,Federal B Area,Karachi,Sindh,24.919976,66.888572,3,1002.4,For Rent,3,2024-08-22,Agency 22,Agent 93
100216,6,https://www.zameen.com/Property/karachi_north_nazimabad_100216.html,Upper Portion,8000.0,North Nazimabad,Karachi,Sindh,24.768491,66.974995,3,1408.9,For Rent,3,2024-10-14,Agency 10,Agent 100
100217,9,https://www.zameen.com/Property/karachi_korangi_100217.html,House,11008.0,Korangi,Karachi,Sindh,24.691742,66.850773,5,5020.6,For Rent,6,2023-12-25,Agency 27,Agent 90
100218,14,https://www.zameen.com/Property/karachi_landhi_100218.html,Upper Portion,8000.0,Landhi,Karachi,Sindh,24.76096,66.985297,2,1674.7,For Rent,3,2023-09-13,Agency 11,Agent 56
100221,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100221.html,Upper Portion,8000.0,Shah Faisal Town,Karachi,Sindh,25.015164,66.971057,3,2013.5,For Rent,3,2023-06-30,Agency 6,Agent 101
100227,1,https://www.zameen.com/Property/karachi_dha_defence_100227.html,House,51475.0,DHA Defence,Karachi,Sindh,24.974166,67.026715,2,6666.6,For Rent,2,2023-06-17,Agency 19,Agent 117
100229,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100229.html,House,16877.0,Gulistan-e-Jauhar,Karachi,Sindh,24.687126,66.970646,5,8857.5,For Rent,5,2023-10-10,Agency 12,Agent 17
100230,6,https://www.zameen.com/Property/karachi_north_nazimabad_100230.html,Flat,8000.0,North Nazimabad,Karachi,Sindh,24.814612,67.170001,2,813.4,For Rent,2,2023-05-21,Agency 20,Agent 54
100234,5,https://www.zameen.com/Property/karachi_pechs_100234.html,House,22118.0,PECHS,Karachi,Sindh,25.020824,66.868126,3,6448.7,For Rent,3,2023-09-23,Agency 15,Agent 59
100236,1,https://www.zameen.com/Property/karachi_dha_defence_100236.html,House,52354.0,DHA Defence,Karachi,Sindh,24.710348,67.120588,3,6947.8,For Rent,4,2024-01-02,Agency 15,Agent 4
100241,12,https://www.zameen.com/Property/karachi_scheme_33_100241.html,House,11943.0,Scheme 33,Karachi,Sindh,24.826748,66.999029,3,5063.1,For Rent,3,2023-03-29,Agency 4,Agent 92
100245,12,https://www.zameen.com/Property/karachi_scheme_33_100245.html,Room,8000.0,Scheme 33,Karachi,Sindh,24.929822,66.912655,1,422.6,For Rent,1,2023-02-14,Agency 17,Agent 119
100252,12,https://www.zameen.com/Property/karachi_scheme_33_100252.html,House,18346.0,Scheme 33,Karachi,Sindh,24.695422,66.990699,5,5421.5,For Rent,5,2023-01-03,Agency 14,Agent 64
100254,15,https://www.zameen.com/Property/karachi_surjani_town_100254.html,Lower Portion,8000.0,Surjani Town,Karachi,Sindh,24.730517,67.071617,3,989.7,For Rent,3,2023-02-13,Agency 29,Agent 59
100257,10,https://www.zameen.com/Property/karachi_nazimabad_100257.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.870341,67.12733,2,1787.4,For Rent,2,2024-01-13,Agency 13,Agent 27
100261,1,https://www.zameen.com/Property/karachi_dha_defence_100261.html,Farm House,79857.0,DHA Defence,Karachi,Sindh,24.686174,67.159977,4,23616.4,For Rent,6,2024-03-08,Agency 32,Agent 100
100264,9,https://www.zameen.com/Property/karachi_korangi_100264.html,Flat,8000.0,Korangi,Karachi,Sindh,24.879688,67.099206,3,1408.9,For Rent,3,2023-09-17,Agency 1,Agent 15
100270,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100270.html,Farm House,46069.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.772327,66.957915,5,24830.7,For Rent,7,2024-09-28,Agency 13,Agent 96
100271,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100271.html,House,10613.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.788871,67.032827,2,3823.3,For Rent,2,2023-04-06,Agency 5,Agent 64
100278,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100278.html,House,16569.0,Gulshan-e-Iqbal Town,Karachi,Sindh,25.011466,66.844421,5,6065.2,For Rent,5,2024-11-16,Agency 8,Agent 8
100279,11,https://www.zameen.com/Property/karachi_federal_b_area_100279.html,House,10680.0,Federal B Area,Karachi,Sindh,24.894888,67.189841,4,4797.1,For Rent,4,2024-08-30,Agency 29,Agent 110
100285,8,https://www.zameen.com/Property/karachi_malir_100285.html,House,14376.0,Malir,Karachi,Sindh,24.751457,66.889359,2,8934.6,For Rent,2,2024-01-02,Agency 16,Agent 56
100287,15,https://www.zameen.com/Property/karachi_surjani_town_100287.html,Flat,8000.0,Surjani Town,Karachi,Sindh,24.787589,66.868541,2,2127.2,For Rent,2,2023-09-03,Agency 25,Agent 66
100290,2,https://www.zameen.com/Property/karachi_clifton_100290.html,Flat,8683.0,Clifton,Karachi,Sindh,24.96206,67.081894,1,1189.2,For Rent,1,2023-01-30,Agency 11,Agent 92
100296,10,https://www.zameen.com/Property/karachi_nazimabad_100296.html,Lower Portion,8000.0,Nazimabad,Karachi,Sindh,24.705239,66.972293,2,1404.2,For Rent,3,2023-07-06,Agency 16,Agent 92
100303,5,https://www.zameen.com/Property/karachi_pechs_100303.html,Lower Portion,8000.0,PECHS,Karachi,Sindh,24.694181,67.036622,2,1212.5,For Rent,2,2024-06-13,Agency 35,Agent 117
100312,15,https://www.zameen.com/Property/karachi_surjani_town_100312.html,House,14181.0,Surjani Town,Karachi,Sindh,24.897134,67.075712,2,7941.3,For Rent,3,2023-11-12,Agency 30,Agent 84
100320,6,https://www.zameen.com/Property/karachi_north_nazimabad_100320.html,Upper Portion,8000.0,North Nazimabad,Karachi,Sindh,24.79521,67.001526,2,1426.4,For Rent,2,2023-05-09,Agency 17,Agent 66
100322,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100322.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.761372,67.028378,1,2255.2,For Rent,1,2024-09-18,Agency 26,Agent 23
100323,11,https://www.zameen.com/Property/karachi_federal_b_area_100323.html,House,13206.0,Federal B Area,Karachi,Sindh,24.786439,67.165716,4,7680.3,For Rent,4,2024-09-01,Agency 19,Agent 64
100325,12,https://www.zameen.com/Property/karachi_scheme_33_100325.html,Flat,8000.0,Scheme 33,Karachi,Sindh,24.923239,66.972537,1,1314.4,For Rent,1,2023-11-01,Agency 7,Agent 110
100326,10,https://www.zameen.com/Property/karachi_nazimabad_100326.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.738292,67.066917,2,918.9,For Rent,2,2023-09-30,Agency 3,Agent 80
100331,2,https://www.zameen.com/Property/karachi_clifton_100331.html,Upper Portion,15082.0,Clifton,Karachi,Sindh,24.743775,67.089944,3,1274.0,For Rent,3,2024-10-25,Agency 22,Agent 19
100332,5,https://www.zameen.com/Property/karachi_pechs_100332.html,Flat,8000.0,PECHS,Karachi,Sindh,24.761609,67.034081,1,2487.5,For Rent,1,2023-04-27,Agency 15,Agent 2
100334,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100334.html,Flat,11580.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.897832,66.909376,3,2347.5,For Rent,3,2024-09-22,Agency 9,Agent 58
100335,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100335.html,Lower Portion,8000.0,Shah Faisal Town,Karachi,Sindh,24.684443,66.881466,3,1282.5,For Rent,3,2023-12-14,Agency 29,Agent 79
100337,9,https://www.zameen.com/Property/karachi_korangi_100337.html,Flat,8000.0,Korangi,Karachi,Sindh,24.696411,67.17055,1,873.5,For Rent,1,2024-09-13,Agency 8,Agent 56
100342,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100342.html,House,15735.0,Gulistan-e-Jauhar,Karachi,Sindh,24.884679,66.851304,2,5234.8,For Rent,3,2024-06-23,Agency 35,Agent 60
100347,9,https://www.zameen.com/Property/karachi_korangi_100347.html,House,15801.0,Korangi,Karachi,Sindh,25.008695,67.035964,4,8138.9,For Rent,4,2024-04-25,Agency 34,Agent 80
100349,15,https://www.zameen.com/Property/karachi_surjani_town_100349.html,Flat,8000.0,Surjani Town,Karachi,Sindh,24.918524,67.120778,1,1269.4,For Rent,2,2024-09-14,Agency 2,Agent 93
100350,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100350.html,House,8000.0,Shah Faisal Town,Karachi,Sindh,24.688862,66.905404,3,2171.8,For Rent,3,2024-10-14,Agency 12,Agent 37
100352,15,https://www.zameen.com/Property/karachi_surjani_town_100352.html,Upper Portion,8000.0,Surjani Town,Karachi,Sindh,24.833888,67.062279,3,1076.5,For Rent,3,2023-07-11,Agency 5,Agent 83
100354,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100354.html,House,15528.0,Gulistan-e-Jauhar,Karachi,Sindh,24.993673,67.11263,5,3230.9,For Rent,5,2024-07-01,Agency 25,Agent 6
100355,8,https://www.zameen.com/Property/karachi_malir_100355.html,House,8000.0,Malir,Karachi,Sindh,24.702927,66.893766,3,1548.5,For Rent,3,2023-07-08,Agency 14,Agent 51
100363,11,https://www.zameen.com/Property/karachi_federal_b_area_100363.html,Farm House,39168.0,Federal B Area,Karachi,Sindh,24.834993,66.872891,4,15041.3,For Rent,6,2023-09-17,Agency 18,Agent 27
100365,5,https://www.zameen.com/Property/karachi_pechs_100365.html,Upper Portion,8000.0,PECHS,Karachi,Sindh,24.970904,66.945461,4,1943.8,For Rent,4,2023-10-23,Agency 6,Agent 86
100366,10,https://www.zameen.com/Property/karachi_nazimabad_100366.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.680215,66.940815,3,872.2,For Rent,3,2023-08-29,Agency 24,Agent 47
100373,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100373.html,House,13321.0,Shah Faisal Town,Karachi,Sindh,24.792933,67.058832,5,8113.8,For Rent,5,2023-04-13,Agency 10,Agent 71
100374,10,https://www.zameen.com/Property/karachi_nazimabad_100374.html,Flat,8000.0,Nazimabad,Karachi,Sindh,24.810501,67.126639,1,942.8,For Rent,2,2024-05-08,Agency 2,Agent 36
100379,5,https://www.zameen.com/Property/karachi_pechs_100379.html,House,16012.0,PECHS,Karachi,Sindh,24.979857,67.184877,3,3481.5,For Rent,4,2024-09-21,Agency 7,Agent 46
100384,2,https://www.zameen.com/Property/karachi_clifton_100384.html,Flat,12206.0,Clifton,Karachi,Sindh,24.985117,66.895454,3,1472.1,For Rent,3,2023-07-11,Agency 3,Agent 69
100388,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100388.html,House,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,25.015832,67.162152,2,1794.1,For Rent,3,2023-05-15,Agency 9,Agent 1
100399,10,https://www.zameen.com/Property/karachi_nazimabad_100399.html,Flat,8000.0,Nazimabad,Karachi,Sindh,25.039107,66.841682,1,1543.0,For Rent,1,2024-10-16,Agency 38,Agent 15
100403,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100403.html,House,18864.0,Gulistan-e-Jauhar,Karachi,Sindh,24.988461,66.998076,2,7404.5,For Rent,2,2024-04-18,Agency 16,Agent 57
100405,12,https://www.zameen.com/Property/karachi_scheme_33_100405.html,House,8000.0,Scheme 33,Karachi,Sindh,24.988829,66.939765,4,1555.1,For Rent,4,2024-02-06,Agency 14,Agent 62
100406,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100406.html,House,14508.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.744499,67.15081,3,2916.4,For Rent,4,2024-01-29,Agency 10,Agent 102
100409,12,https://www.zameen.com/Property/karachi_scheme_33_100409.html,Farm House,63317.0,Scheme 33,Karachi,Sindh,24.781718,66.930443,4,25301.7,For Rent,5,2024-01-19,Agency 33,Agent 65
100412,1,https://www.zameen.com/Property/karachi_dha_defence_100412.html,House,19455.0,DHA Defence,Karachi,Sindh,24.727998,67.136665,6,2989.1,For Rent,6,2024-09-02,Agency 23,Agent 81
100420,8,https://www.zameen.com/Property/karachi_malir_100420.html,Farm House,25318.0,Malir,Karachi,Sindh,24.809483,67.077404,3,11449.3,For Rent,4,2023-08-29,Agency 35,Agent 81
100421,9,https://www.zameen.com/Property/karachi_korangi_100421.html,Farm House,18122.0,Korangi,Karachi,Sindh,24.973793,67.184206,4,15336.9,For Rent,4,2024-08-03,Agency 20,Agent 103
100425,15,https://www.zameen.com/Property/karachi_surjani_town_100425.html,House,10344.0,Surjani Town,Karachi,Sindh,25.039658,66.909318,2,7946.2,For Rent,2,2023-01-16,Agency 38,Agent 35
100430,2,https://www.zameen.com/Property/karachi_clifton_100430.html,Flat,12324.0,Clifton,Karachi,Sindh,24.937516,66.926532,3,1306.1,For Rent,3,2024-08-06,Agency 5,Agent 15
100435,14,https://www.zameen.com/Property/karachi_landhi_100435.html,House,8000.0,Landhi,Karachi,Sindh,24.796037,67.109682,3,1734.6,For Rent,4,2024-05-20,Agency 18,Agent 87
100436,2,https://www.zameen.com/Property/karachi_clifton_100436.html,House,20175.0,Clifton,Karachi,Sindh,24.936399,66.893321,5,3378.3,For Rent,5,2024-05-06,Agency 26,Agent 77
100437,1,https://www.zameen.com/Property/karachi_dha_defence_100437.html,House,25786.0,DHA Defence,Karachi,Sindh,24.886614,66.95628,4,2875.5,For Rent,6,2023-04-25,Agency 4,Agent 43
100438,5,https://www.zameen.com/Property/karachi_pechs_100438.html,Flat,8000.0,PECHS,Karachi,Sindh,24.717251,67.066363,2,1272.0,For Rent,2,2024-03-30,Agency 32,Agent 4
100439,4,https://www.zameen.com/Property/karachi_gulshan-e-iqbal_town_100439.html,Flat,8000.0,Gulshan-e-Iqbal Town,Karachi,Sindh,24.717678,66.98226,2,1285.7,For Rent,3,2024-07-30,Agency 5,Agent 51
100440,6,https://www.zameen.com/Property/karachi_north_nazimabad_100440.html,Flat,8000.0,North Nazimabad,Karachi,Sindh,24.758589,66.84969,2,1778.6,For Rent,3,2024-07-12,Agency 39,Agent 29
100443,11,https://www.zameen.com/Property/karachi_federal_b_area_100443.html,House,13990.0,Federal B Area,Karachi,Sindh,24.93958,66.922575,3,3116.1,For Rent,4,2024-09-23,Agency 29,Agent 79
100454,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100454.html,House,15462.0,Gulistan-e-Jauhar,Karachi,Sindh,24.725083,66.967539,3,2555.3,For Rent,4,2024-09-23,Agency 6,Agent 119
100459,2,https://www.zameen.com/Property/karachi_clifton_100459.html,House,21614.0,Clifton,Karachi,Sindh,24.887285,67.062254,5,3402.1,For Rent,5,2024-11-07,Agency 28,Agent 60
100463,13,https://www.zameen.com/Property/karachi_shah_faisal_town_100463.html,House,9251.0,Shah Faisal Town,Karachi,Sindh,24.901826,67.175899,3,7146.0,For Rent,5,2024-06-10,Agency 36,Agent 113
100472,6,https://www.zameen.com/Property/karachi_north_nazimabad_100472.html,Upper Portion,8000.0,North Nazimabad,Karachi,Sindh,24.905033,67.170627,2,1388.2,For Rent,3,2024-04-04,Agency 3,Agent 53
100482,2,https://www.zameen.com/Property/karachi_clifton_100482.html,House,74702.0,Clifton,Karachi,Sindh,24.959029,67.053897,3,8208.7,For Rent,3,2024-09-14,Agency 6,Agent 108
100484,7,https://www.zameen.com/Property/karachi_gulistan-e-jauhar_100484.html,Flat,8000.0,Gulistan-e-Jauhar,Karachi,Sindh,24.839356,67.004696,2,2432.9,For Rent,2,2024-07-14,Agency 38,Agent 8
100488,11,https://www.zameen.com/Property/karachi_federal_b_area_100488.html,Lower Portion,8777.0,Federal B Area,Karachi,Sindh,25.011069,66.94203,4,1459.1,For Rent,4,2024-01-10,Agency 36,Agent 89
100493,9,https://www.zameen.com/Property/karachi_korangi_100493.html,Upper Portion,8000.0,Korangi,Karachi,Sindh,24.942847,66.969409,1,2098.0,For Rent,2,2023-04-06,Agency 26,Agent 116
100501,15,https://www.zameen.com/Property/karachi_surjani_town_100501.html,Flat,8000.0,Surjani Town,Karachi,Sindh,24.944767,66.858807,3,1630.2,For Rent,3,2023-03-18,Agency 37,Agent 66
100502,9,https://www.zameen.com/Property/karachi_korangi_100502.html,Farm House,16024.0,Korangi,Karachi,Sindh,24.969788,67.178238,3,11714.8,For Rent,4,2024-08-26,Agency 30,Agent 71
100506,9,https://www.zameen.com/Property/karachi_korangi_100506.html,Upper Portion,8000.0,Korangi,Karachi,Sindh,24.743797,67.080243,3,1577.5,For Rent,4,2024-09-18,Agency 30,Agent 99
100508,12,https://www.zameen.com/Property/karachi_scheme_33_100508.html,Flat,8000.0,Scheme 33,Karachi,Sindh,24.941169,66.870763,2,2435.8,For Rent,2,2023-09-10,Agency 6,Agent 118
